,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,price
5802,2014-05-09,3.0,2.0,1340,1384,3.0,False,3,8,1340,0,2008,0,98103,47.6973,-122.35,376000.0
5803,2015-04-07,4.0,3.5,3950,9600,2.0,False,3,10,3950,0,1998,0,98075,47.5945,-121.98100000000001,860000.0
5804,2014-05-30,4.0,3.5,3760,5000,2.0,False,3,9,2860,900,2014,0,98117,47.6826,-122.39399999999999,919204.0
5805,2014-12-04,4.0,2.0,1490,5300,1.0,False,3,7,1110,380,1977,0,98144,47.5949,-122.296,425000.0
5806,2014-08-18,3.0,1.0,960,9000,1.0,False,4,7,960,0,1955,0,98006,47.5765,-122.154,290000.0
5807,2014-05-14,3.0,2.25,1970,3716,2.0,False,3,7,1970,0,1997,0,98056,47.4907,-122.167,340000.0
5808,2014-07-15,5.0,2.0,1900,5000,1.0,False,3,8,1720,180,1957,0,98107,47.6735,-122.36200000000001,630000.0
5809,2014-07-11,3.0,1.5,1230,3060,1.0,False,3,7,910,320,1927,0,98103,47.667,-122.333,625000.0
5810,2014-08-22,4.0,2.5,3200,7545,2.0,False,3,7,3200,0,2003,0,98038,47.3666,-122.03,399950.0
5811,2014-11-03,3.0,2.25,1570,1680,3.0,False,3,8,1570,0,2014,0,98103,47.6585,-122.348,660000.0
5812,2014-07-22,3.0,2.5,2630,185130,2.0,False,3,9,2630,0,1991,0,98014,47.7035,-121.89399999999999,475000.0
5813,2015-02-09,4.0,3.5,2950,3737,2.0,False,3,10,2270,680,2012,0,98027,47.5313,-122.074,825750.0
5814,2014-10-30,4.0,2.5,2800,4000,2.0,False,3,9,2800,0,2011,0,98103,47.6695,-122.339,1465000.0
5815,2014-10-30,4.0,1.0,1170,4590,1.5,False,4,7,1170,0,1925,0,98115,47.6804,-122.311,564000.0
5816,2014-07-03,4.0,2.5,2360,10000,1.0,False,3,8,1980,380,1977,0,98126,47.573,-122.374,633000.0
5817,2015-03-13,3.0,2.5,2605,2216,2.0,False,3,9,2090,515,1979,0,98033,47.6536,-122.20299999999999,789800.0
5818,2014-12-09,3.0,1.75,1150,17585,1.0,False,3,7,1150,0,1964,0,98014,47.6503,-121.90799999999999,361000.0
5819,2014-12-05,3.0,1.75,2030,9032,2.0,False,4,7,2030,0,1963,0,98008,47.586000000000006,-122.117,660000.0
5820,2014-10-29,2.0,2.5,1260,1131,3.0,False,3,8,1260,0,2006,0,98107,47.6715,-122.384,452000.0
5821,2015-01-20,3.0,2.75,3060,13554,2.0,False,3,10,3060,0,1984,0,98006,47.5609,-122.10600000000001,864000.0
5822,2014-08-29,3.0,1.75,1560,7500,1.0,False,4,8,1560,0,1966,0,98056,47.489,-122.18,306000.0
5823,2015-02-09,3.0,2.5,1490,2478,3.0,False,3,8,1490,0,2009,0,98133,47.7236,-122.353,348000.0
5824,2015-04-29,2.0,2.25,1660,2128,2.0,False,4,8,1660,0,1974,0,98028,47.7528,-122.25200000000001,410000.0
5825,2014-08-25,3.0,3.0,3920,13085,2.0,True,4,11,3920,0,1996,0,98040,47.5716,-122.204,3100000.0
5826,2015-01-30,3.0,2.5,1470,4675,2.0,False,3,7,1470,0,1999,0,98065,47.5261,-121.82700000000001,339900.0
5827,2014-08-06,3.0,1.75,2300,43560,1.0,False,4,7,1350,950,1979,0,98077,47.7716,-122.101,525000.0
5828,2015-03-05,4.0,2.5,2600,7787,2.0,False,3,8,2600,0,2005,0,98059,47.4877,-122.139,480000.0
5829,2014-10-22,4.0,3.25,3070,10375,2.0,False,3,10,2180,890,1962,2005,98004,47.5862,-122.198,1495000.0
5830,2014-07-31,3.0,1.5,1510,6600,1.0,False,3,6,1510,0,1938,0,98168,47.4821,-122.331,199950.0
5831,2014-11-19,3.0,2.25,2580,7434,1.0,False,3,7,1630,950,1963,0,98133,47.7446,-122.33200000000001,340000.0
5832,2014-12-09,3.0,2.25,1410,1332,2.0,False,3,7,1290,120,2004,0,98027,47.5345,-122.069,355000.0
5833,2015-04-29,4.0,2.0,2020,2849,2.0,False,3,7,2020,0,1960,0,98115,47.6831,-122.329,595000.0
5834,2014-05-22,2.0,1.0,1070,5824,1.0,False,5,7,1070,0,1949,0,98178,47.507,-122.242,319950.0
5835,2015-01-16,4.0,3.5,3990,23544,1.0,False,3,10,2300,1690,1999,0,98023,47.3245,-122.38,570000.0
5836,2014-10-31,3.0,3.5,2514,1559,2.0,False,3,8,2024,490,2007,0,98034,47.7044,-122.209,575000.0
5837,2015-04-14,3.0,1.75,1220,8817,1.0,False,3,7,1220,0,1978,0,98023,47.3111,-122.396,231000.0
5838,2014-08-05,4.0,2.75,2475,4000,2.0,False,3,7,2475,0,2014,0,98002,47.3452,-122.21,319900.0
5839,2014-12-08,2.0,2.25,1600,80400,2.0,False,4,7,1600,0,1978,0,98070,47.4422,-122.505,492500.0
5840,2014-09-24,2.0,1.75,1300,14500,1.0,False,3,6,650,650,1939,0,98168,47.4989,-122.329,244500.0
5841,2014-11-03,2.0,1.0,1300,39639,1.0,False,4,6,1300,0,1960,0,98070,47.466,-122.45200000000001,295000.0
5842,2014-06-13,3.0,1.0,1290,6566,1.0,False,5,7,1290,0,1976,0,98023,47.3004,-122.37700000000001,205000.0
5843,2015-04-13,5.0,2.5,2380,8204,1.0,False,3,8,1540,840,1957,0,98115,47.7,-122.287,600000.0
5844,2014-11-09,3.0,1.75,1590,9636,1.5,False,4,6,1590,0,1953,0,98155,47.754,-122.321,346000.0
5845,2014-11-04,4.0,2.5,3250,4500,2.0,False,3,8,3250,0,2008,0,98059,47.4944,-122.15,530000.0
5846,2014-07-03,3.0,1.5,1810,5080,1.0,False,3,7,1030,780,1958,0,98115,47.6819,-122.287,430000.0
5847,2014-11-05,3.0,2.5,2350,3750,2.0,False,3,7,1740,610,2003,0,98117,47.6767,-122.365,650000.0
5848,2015-02-13,5.0,2.25,2240,9652,2.0,False,3,7,2240,0,1990,0,98055,47.4249,-122.211,328000.0
5849,2014-11-04,4.0,1.75,1700,8640,1.0,False,3,7,850,850,1955,0,98006,47.5772,-122.15299999999999,378500.0
5850,2015-04-15,3.0,2.5,1920,7415,2.0,False,3,7,1920,0,1989,0,98031,47.4022,-122.171,260000.0
5851,2015-03-26,4.0,2.75,3010,3400,2.0,False,3,9,2240,770,1923,2009,98122,47.6142,-122.28399999999999,925000.0
5852,2015-04-17,3.0,2.5,3160,286181,2.0,False,3,9,3160,0,2002,0,98010,47.3401,-121.946,579000.0
5853,2014-07-24,4.0,2.5,3300,28433,2.0,False,3,9,3300,0,1998,0,98059,47.5072,-122.11200000000001,725000.0
5854,2015-03-31,1.0,1.0,420,3298,1.0,False,4,4,420,0,1949,0,98136,47.5375,-122.391,229050.0
5855,2014-08-22,2.0,1.75,1550,7764,1.0,True,4,8,1550,0,1965,1986,98070,47.358000000000004,-122.446,600000.0
5856,2014-08-19,4.0,3.25,3460,7749,2.0,False,3,10,3020,440,1950,1998,98115,47.6849,-122.273,1750000.0
5857,2014-09-25,0.0,2.5,1810,5669,2.0,False,3,7,1810,0,2003,0,98038,47.3493,-122.053,240000.0
5858,2015-03-09,3.0,2.25,1880,10880,1.0,False,3,8,1480,400,1975,0,98008,47.5937,-122.116,535900.0
5859,2014-12-01,3.0,2.75,2020,9505,1.0,False,3,7,1260,760,1969,0,98011,47.7399,-122.197,401000.0
5860,2014-12-16,2.0,2.25,1610,1968,2.0,False,5,7,1610,0,1979,0,98056,47.5184,-122.196,305000.0
5861,2015-03-18,3.0,0.75,1300,72309,1.0,False,3,6,680,620,1950,1987,98006,47.567,-122.124,247500.0
5862,2014-06-26,4.0,2.5,3230,12100,1.0,False,3,9,1870,1360,1977,0,98006,47.562,-122.146,827000.0
5863,2015-04-17,4.0,4.25,4250,6552,2.0,False,4,10,2870,1380,2008,0,98144,47.5747,-122.28299999999999,2450000.0
5864,2015-02-20,4.0,3.0,3080,10757,2.0,False,5,8,3080,0,1961,0,98006,47.5671,-122.15899999999999,1050000.0
5865,2015-04-08,4.0,2.5,2320,3974,2.0,False,3,7,2320,0,1999,0,98065,47.532,-121.88,485500.0
5866,2015-03-09,2.0,3.0,1460,1452,2.0,False,3,8,1140,320,2007,0,98136,47.5224,-122.39,437000.0
5867,2014-09-18,3.0,2.5,1410,1332,2.0,False,3,7,960,450,2014,0,98108,47.5683,-122.314,295500.0
5868,2014-08-05,3.0,1.5,1170,4080,1.0,False,5,6,1170,0,1917,0,98126,47.5338,-122.381,360000.0
5869,2015-02-10,3.0,2.5,1120,1100,2.0,False,3,8,820,300,2008,0,98122,47.6106,-122.31,425000.0
5870,2014-10-23,3.0,2.0,1840,6000,1.0,False,4,6,1840,0,1908,1944,98136,47.5508,-122.39200000000001,521000.0
5871,2015-02-12,4.0,1.0,1540,5000,1.5,False,4,7,1090,450,1922,0,98115,47.6754,-122.294,542000.0
5872,2014-11-05,3.0,2.5,2220,60984,2.0,False,4,8,2220,0,1987,0,98027,47.4802,-122.052,475000.0
5873,2014-05-20,2.0,1.75,1300,4000,2.0,False,3,7,1300,0,1948,0,98105,47.6687,-122.288,440000.0
5874,2015-04-07,3.0,2.0,1810,4500,1.0,False,4,7,980,830,1906,0,98117,47.681000000000004,-122.359,760000.0
5875,2014-12-16,4.0,2.5,1790,9787,1.0,False,4,8,1240,550,1983,0,98056,47.5344,-122.189,560000.0
5876,2014-06-10,4.0,2.5,1960,7133,2.0,False,3,7,1960,0,2002,0,98056,47.4941,-122.19,369990.0
5877,2014-09-09,4.0,2.5,3135,5811,2.0,False,3,9,3135,0,2005,0,98092,47.3263,-122.18,374500.0
5878,2014-06-23,4.0,2.5,2810,11120,2.0,False,3,9,2810,0,1982,0,98074,47.6337,-122.044,675000.0
5879,2014-06-30,3.0,2.75,1300,14197,1.0,False,3,7,860,440,1996,0,98030,47.3652,-122.18299999999999,245000.0
5880,2014-12-31,3.0,2.5,3520,237402,2.5,False,3,9,3520,0,2004,0,98092,47.2687,-122.056,905000.0
5881,2015-02-18,4.0,2.25,3330,21785,2.0,False,3,9,3330,0,1994,0,98059,47.4725,-122.13600000000001,555000.0
5882,2015-02-19,3.0,2.5,1310,1294,2.0,False,3,8,1180,130,2008,0,98116,47.5773,-122.40899999999999,475000.0
5883,2014-07-18,2.0,1.75,1350,4003,1.0,False,3,8,1350,0,2004,0,98053,47.7176,-122.03299999999999,430000.0
5884,2014-05-21,5.0,3.75,5330,6000,2.0,False,3,10,3570,1760,2006,0,98027,47.5401,-122.073,950000.0
5885,2014-05-30,3.0,2.5,1950,9906,2.0,False,3,8,1950,0,1988,0,98074,47.6363,-122.025,530000.0
5886,2015-02-05,5.0,3.5,2880,5000,2.0,False,3,8,2260,620,2012,0,98038,47.3455,-122.023,419900.0
5887,2014-06-10,2.0,0.75,1392,43710,1.5,False,4,7,1392,0,1978,0,98070,47.4491,-122.45299999999999,350000.0
5888,2014-09-23,5.0,3.25,3990,13087,2.0,False,3,9,2400,1590,1991,0,98042,47.3632,-122.061,649000.0
5889,2014-05-23,3.0,1.0,1010,11244,1.0,False,4,7,1010,0,1947,0,98155,47.7467,-122.321,350000.0
5890,2015-03-11,2.0,1.0,970,3279,2.0,False,3,7,790,180,2007,0,98136,47.5469,-122.383,302860.0
5891,2014-06-02,2.0,1.0,990,4802,1.0,False,3,7,990,0,1947,0,98117,47.6876,-122.395,430000.0
5892,2014-08-26,2.0,1.0,1430,13300,1.5,False,3,6,1230,200,1921,0,98033,47.6996,-122.20299999999999,425000.0
5893,2014-11-07,4.0,3.25,3020,13457,1.0,False,5,9,3020,0,1956,0,98133,47.7174,-122.336,808100.0
5894,2014-06-23,5.0,3.0,3190,7081,1.0,False,3,9,1890,1300,2013,0,98178,47.50899999999999,-122.24,664950.0
5895,2014-07-09,2.0,1.0,840,11600,1.0,False,3,6,840,0,1952,0,98168,47.492,-122.302,187000.0
5896,2014-05-23,3.0,2.0,1370,78408,1.0,False,5,7,1370,0,1964,0,98042,47.3867,-122.081,354800.0
5897,2014-05-09,4.0,2.5,2840,4500,2.0,False,3,8,2840,0,2012,0,98028,47.7678,-122.23700000000001,557000.0
5898,2014-10-03,4.0,2.0,1500,7854,1.5,False,3,7,1500,0,1983,0,98023,47.3127,-122.354,249900.0
5899,2014-06-16,5.0,2.5,2340,4500,2.0,False,3,7,2340,0,2009,0,98059,47.4911,-122.154,429000.0
5900,2014-09-05,4.0,2.5,3480,6315,2.0,False,3,9,2360,1120,2000,0,98052,47.6841,-122.161,852500.0
5901,2014-06-26,5.0,2.5,2500,9583,1.0,False,3,7,1300,1200,1979,0,98198,47.3946,-122.31200000000001,235000.0
5902,2015-05-04,4.0,2.5,2940,35996,2.0,False,3,9,2940,0,1995,0,98042,47.3401,-122.06700000000001,530000.0
5903,2014-05-12,3.0,3.25,2170,12508,1.5,False,5,9,1650,520,1928,1970,98040,47.5665,-122.229,876650.0
5904,2015-05-07,4.0,1.75,2290,36900,1.5,False,5,7,1690,600,1938,0,98022,47.2034,-122.00299999999999,449999.0
5905,2014-07-25,3.0,1.0,1750,8820,1.0,False,4,7,1750,0,1961,0,98032,47.3608,-122.29,234000.0
5906,2014-12-12,3.0,1.75,1560,14288,1.0,False,3,6,780,780,1944,0,98125,47.7183,-122.306,385000.0
5907,2014-12-21,4.0,3.0,2790,3600,2.0,False,3,8,1880,910,1905,2013,98119,47.6362,-122.363,1045000.0
5908,2015-04-03,5.0,3.0,2240,94960,1.0,False,3,6,2240,0,1985,0,98045,47.481,-121.788,313500.0
5909,2015-05-08,3.0,1.0,1190,5280,1.0,False,4,7,1190,0,1957,0,98146,47.5131,-122.383,410000.0
5910,2014-06-24,4.0,3.75,3820,53574,1.0,False,3,10,3820,0,1994,0,98072,47.7337,-122.12100000000001,1215000.0
5911,2015-01-23,2.0,1.0,790,5800,1.0,False,3,6,790,0,1943,0,98117,47.6973,-122.36,418500.0
5912,2015-04-27,4.0,2.5,4280,12796,2.0,False,3,11,3400,880,1999,0,98006,47.5588,-122.124,1200000.0
5913,2015-05-05,3.0,1.0,1200,6615,1.0,False,4,7,1200,0,1954,0,98106,47.5168,-122.351,260000.0
5914,2014-12-23,3.0,2.25,1950,8661,1.0,False,4,8,1950,0,1966,0,98023,47.3127,-122.36200000000001,269000.0
5915,2014-07-12,3.0,1.0,950,8000,1.0,False,3,7,950,0,1968,0,98034,47.7193,-122.184,335000.0
5916,2014-12-10,5.0,3.25,4150,7100,2.0,False,3,10,4150,0,2013,0,98074,47.6026,-122.06,929000.0
5917,2014-10-06,2.0,1.0,1020,6380,1.0,False,3,7,1020,0,1930,1973,98115,47.6971,-122.31700000000001,290000.0
5918,2014-06-11,3.0,2.0,1370,8336,1.0,False,5,7,1370,0,1964,0,98133,47.7458,-122.331,371500.0
5919,2014-09-09,3.0,2.5,2070,7200,2.0,False,3,8,2070,0,2001,0,98033,47.6946,-122.211,718000.0
5920,2014-10-20,3.0,1.0,1330,3740,1.5,False,3,6,1330,0,1903,0,98118,47.5502,-122.274,310000.0
5921,2014-08-19,3.0,2.0,1670,7056,1.0,False,4,7,1670,0,1958,0,98002,47.3139,-122.212,180000.0
5922,2015-04-22,5.0,2.75,2940,5225,2.0,False,3,8,2760,180,2010,0,98052,47.6879,-122.10700000000001,837000.0
5923,2014-10-14,2.0,2.0,1640,3021,1.0,False,3,7,840,800,1959,0,98107,47.666000000000004,-122.35799999999999,540000.0
5924,2014-12-26,4.0,4.25,4590,17621,2.0,False,3,10,3160,1430,2003,0,98033,47.6973,-122.205,1135000.0
5925,2014-08-26,4.0,3.75,3880,9979,2.5,False,3,10,3880,0,2007,0,98029,47.5408,-121.992,1060000.0
5926,2014-06-19,4.0,2.5,2650,6884,2.0,False,3,8,2650,0,2012,0,98053,47.6901,-122.015,734990.0
5927,2015-04-17,3.0,2.25,1400,1078,2.0,False,3,8,940,460,2009,0,98144,47.5701,-122.288,430100.0
5928,2014-12-11,2.0,1.75,1830,7200,1.0,False,4,7,1070,760,1949,0,98118,47.5592,-122.273,585000.0
5929,2014-05-02,3.0,2.0,2710,4500,1.5,False,4,8,1880,830,1929,0,98115,47.6747,-122.295,805000.0
5930,2015-03-20,4.0,2.5,2080,7966,1.0,False,3,7,1200,880,1970,0,98011,47.7393,-122.181,480000.0
5931,2015-05-04,3.0,2.25,1920,9672,2.0,False,4,8,1920,0,1984,0,98074,47.6233,-122.046,625000.0
5932,2014-10-17,4.0,2.5,3140,22100,1.0,False,4,8,1820,1320,1960,0,98023,47.318999999999996,-122.36200000000001,310000.0
5933,2015-03-03,5.0,1.0,1880,3774,1.5,False,3,6,1360,520,1917,0,98126,47.566,-122.37,340000.0
5934,2015-02-23,4.0,2.75,2760,8160,1.5,False,4,8,1780,980,1940,0,98177,47.7248,-122.365,614000.0
5935,2014-07-22,3.0,3.25,1470,1152,3.0,False,3,8,1470,0,2003,0,98103,47.6516,-122.337,615000.0
5936,2015-03-09,3.0,1.5,1180,8353,1.0,False,3,7,1180,0,1960,0,98155,47.7652,-122.274,347500.0
5937,2014-11-03,5.0,2.5,2900,9525,2.0,False,3,9,2900,0,1989,0,98006,47.5442,-122.13799999999999,720000.0
5938,2015-04-28,3.0,1.0,1120,8443,1.0,False,3,7,1120,0,1953,0,98133,47.7715,-122.336,365000.0
5939,2014-06-25,2.0,1.0,1120,5650,1.0,False,3,6,1120,0,1944,0,98178,47.4979,-122.241,260000.0
5940,2015-04-12,3.0,3.5,3200,10344,2.0,False,3,10,3200,0,2007,0,98011,47.7636,-122.21600000000001,699000.0
5941,2014-06-13,2.0,1.0,900,4600,1.0,False,3,6,900,0,1951,0,98117,47.6918,-122.361,370000.0
5942,2015-04-09,4.0,2.5,2750,10351,2.0,False,3,10,2750,0,1998,0,98075,47.5894,-121.98,730000.0
5943,2014-12-08,5.0,3.25,3060,11778,2.0,False,3,8,3060,0,2004,0,98034,47.7212,-122.22200000000001,708000.0
5944,2015-05-05,1.0,0.75,760,5746,1.0,False,4,5,760,0,1915,0,98002,47.3046,-122.215,95000.0
5945,2014-06-20,3.0,2.25,1940,11612,1.0,False,4,8,1100,840,1981,0,98178,47.5018,-122.23,359950.0
5946,2014-11-14,3.0,2.25,1610,7187,2.0,False,3,7,1610,0,1988,0,98042,47.3764,-122.117,269950.0
5947,2014-10-01,2.0,1.0,1570,4400,1.5,False,4,8,1570,0,1914,0,98122,47.6112,-122.29299999999999,998500.0
5948,2014-11-25,3.0,2.75,2610,11290,1.0,False,3,7,1630,980,1985,0,98033,47.6632,-122.20100000000001,757000.0
5949,2014-07-29,4.0,2.5,2920,252648,2.0,False,3,10,2920,0,2002,0,98027,47.4784,-122.04799999999999,820000.0
5950,2014-08-13,4.0,2.25,2080,7526,1.0,False,4,7,1280,800,1985,0,98030,47.3762,-122.18299999999999,231500.0
5951,2015-05-06,3.0,2.5,1960,9535,2.0,False,3,8,1960,0,1989,0,98011,47.7371,-122.215,575000.0
5952,2015-05-06,3.0,1.0,1460,6198,1.5,False,4,7,1460,0,1916,0,98107,47.6626,-122.361,775000.0
5953,2014-05-28,5.0,2.0,1940,6000,1.0,False,5,7,970,970,1945,0,98115,47.6875,-122.287,580000.0
5954,2014-09-12,2.0,1.5,1070,937,3.0,False,3,8,1070,0,2003,0,98115,47.6761,-122.3,350000.0
5955,2015-02-27,3.0,1.0,1140,7316,1.0,False,3,6,1140,0,1959,0,98106,47.527,-122.36200000000001,330000.0
5956,2014-05-16,2.0,1.0,830,6017,1.0,False,4,6,830,0,1954,0,98133,47.7466,-122.334,282613.0
5957,2014-08-20,4.0,2.5,3110,11397,2.0,False,4,10,3110,0,1984,0,98006,47.5623,-122.10600000000001,960000.0
5958,2015-01-28,3.0,1.5,1680,8712,1.0,False,3,8,1680,0,1964,0,98059,47.4811,-122.149,356000.0
5959,2014-05-24,4.0,1.75,1960,9300,1.0,False,5,7,1340,620,1979,0,98045,47.4487,-121.772,372000.0
5960,2014-09-17,4.0,1.5,1770,6650,1.0,False,3,7,1770,0,1958,0,98008,47.6011,-122.124,375000.0
5961,2015-04-10,4.0,2.25,2000,8068,2.0,False,5,8,2000,0,1976,0,98006,47.5584,-122.137,710000.0
5962,2015-04-09,4.0,2.5,2070,3982,2.0,False,3,7,2070,0,2004,0,98065,47.531000000000006,-121.854,450000.0
5963,2014-10-01,2.0,1.0,1190,3400,1.0,False,4,7,990,200,1917,0,98118,47.5539,-122.26799999999999,440000.0
5964,2014-06-16,3.0,1.5,1510,8000,1.0,False,4,7,1510,0,1956,0,98007,47.5865,-122.135,470000.0
5965,2014-10-10,4.0,3.0,2410,8284,1.0,False,5,7,1210,1200,1969,0,98034,47.7202,-122.22,475000.0
5966,2014-06-16,4.0,2.0,1810,8750,1.0,False,2,7,1110,700,1967,0,98058,47.4307,-122.17,304000.0
5967,2014-07-23,3.0,2.5,2330,8627,1.0,False,4,7,1480,850,1980,0,98055,47.4543,-122.21,325000.0
5968,2015-05-03,2.0,1.0,1070,3000,1.0,False,4,7,870,200,1926,0,98103,47.6828,-122.353,550000.0
5969,2014-05-14,2.0,1.0,700,6000,1.0,False,4,6,700,0,1949,0,98155,47.7515,-122.316,267800.0
5970,2014-12-04,4.0,2.5,2040,4443,2.0,False,3,8,2040,0,2001,0,98092,47.3182,-122.189,265000.0
5971,2015-04-06,3.0,1.75,1730,3400,1.0,False,5,7,970,760,1928,0,98107,47.6662,-122.36399999999999,670000.0
5972,2015-02-09,4.0,2.0,1560,8250,1.0,False,3,8,1320,240,1964,0,98177,47.7565,-122.35799999999999,400000.0
5973,2015-03-27,3.0,2.5,2070,4689,2.0,False,3,8,2070,0,2013,0,98038,47.3545,-122.056,359500.0
5974,2014-07-18,2.0,1.75,1270,7560,1.5,False,4,7,1270,0,1932,0,98133,47.7083,-122.35700000000001,416000.0
5975,2014-06-23,3.0,1.75,2390,7149,1.0,False,3,8,1350,1040,1955,0,98125,47.7244,-122.32600000000001,396500.0
5976,2014-08-13,4.0,3.0,3350,199253,2.0,False,3,10,3350,0,2004,0,98010,47.3602,-121.988,740000.0
5977,2014-10-20,1.0,1.0,470,63737,1.0,False,5,5,470,0,1924,0,98022,47.2163,-121.984,192500.0
5978,2014-05-13,4.0,1.5,2740,4000,2.0,False,5,9,1930,810,1905,0,98109,47.6343,-122.352,1105000.0
5979,2015-01-12,4.0,2.5,2060,10125,2.0,False,4,7,1560,500,1979,0,98028,47.763999999999996,-122.262,435000.0
5980,2014-10-27,3.0,1.75,1510,6000,1.0,False,3,7,1060,450,1947,0,98136,47.5535,-122.39,360000.0
5981,2014-08-26,3.0,2.0,1530,6773,1.0,False,4,8,1530,0,1984,0,98033,47.6653,-122.194,595000.0
5982,2014-06-05,4.0,2.75,2420,5773,2.0,False,3,8,2420,0,2005,0,98038,47.3772,-122.029,376000.0
5983,2014-09-22,5.0,2.5,3050,8200,1.0,False,4,8,1650,1400,1962,0,98006,47.5647,-122.155,1030000.0
5984,2014-12-15,3.0,1.5,1680,17409,1.0,False,3,7,1680,0,1962,0,98033,47.6766,-122.176,500000.0
5985,2015-01-16,3.0,3.25,1300,1325,2.0,False,3,8,1080,220,2005,0,98103,47.6584,-122.346,539900.0
5986,2014-10-09,3.0,1.75,1970,8000,1.0,False,4,8,1970,0,1968,0,98052,47.6324,-122.1,525000.0
5987,2014-06-17,3.0,2.0,2340,3477,1.0,False,5,7,1170,1170,1971,0,98118,47.54,-122.26700000000001,560000.0
5988,2015-04-07,3.0,1.5,1390,10530,1.0,False,3,7,1390,0,1961,0,98033,47.7025,-122.196,450000.0
5989,2014-06-30,2.0,1.0,1320,9967,1.0,False,3,6,940,380,1919,0,98108,47.5693,-122.296,255000.0
5990,2014-09-23,4.0,2.75,2170,7140,1.0,False,3,8,1290,880,1977,0,98052,47.691,-122.113,555000.0
5991,2014-05-08,2.0,1.0,720,5040,1.0,False,3,6,720,0,1955,0,98106,47.5267,-122.36,205000.0
5992,2014-08-06,5.0,3.5,4390,6220,2.0,False,3,9,3170,1220,2013,0,98115,47.6789,-122.273,1880000.0
5993,2014-07-16,3.0,1.0,1010,7500,1.0,False,4,7,1010,0,1975,0,98074,47.6169,-122.06200000000001,340000.0
5994,2014-12-24,2.0,2.0,1040,4750,1.0,False,2,6,850,190,1950,0,98118,47.5293,-122.272,160000.0
5995,2015-01-08,4.0,3.5,3000,5300,1.0,False,5,7,1780,1220,1949,0,98115,47.6748,-122.279,760000.0
5996,2015-02-13,4.0,1.75,2520,7200,1.0,False,5,7,1260,1260,1955,0,98056,47.4835,-122.19200000000001,435000.0
5997,2014-05-29,4.0,2.25,1960,8680,1.0,False,4,8,1290,670,1959,0,98004,47.6076,-122.19200000000001,723000.0
5998,2014-08-04,3.0,1.5,2500,6000,1.5,False,5,7,1730,770,1941,1984,98106,47.5297,-122.354,417000.0
5999,2014-10-25,4.0,1.5,1580,6200,1.0,False,3,6,790,790,1944,0,98178,47.4971,-122.24,159075.0
6000,2014-06-13,5.0,2.75,3100,10014,1.0,False,4,9,1660,1440,1973,0,98040,47.5734,-122.213,975000.0
6001,2014-12-02,2.0,1.0,950,4560,1.5,False,3,7,950,0,1925,0,98112,47.6288,-122.3,450000.0
6002,2014-10-10,3.0,2.5,1740,3721,2.0,False,3,8,1740,0,2009,0,98002,47.3363,-122.213,257000.0
6003,2014-08-05,3.0,2.25,2600,14810,1.0,False,4,8,1490,1110,1956,0,98166,47.4326,-122.34100000000001,452000.0
6004,2014-12-24,3.0,2.25,2020,9000,2.0,False,3,7,2020,0,1979,0,98045,47.4487,-121.775,345000.0
6005,2014-12-15,2.0,2.25,1560,1705,2.0,False,3,8,1270,290,2006,0,98126,47.5482,-122.374,347000.0
6006,2015-02-19,3.0,1.5,2120,8448,1.0,False,3,7,1060,1060,1940,0,98199,47.6438,-122.40299999999999,650000.0
6007,2015-05-01,3.0,1.0,1310,5000,1.5,False,3,7,1310,0,1906,0,98103,47.6624,-122.34700000000001,600000.0
6008,2014-11-20,4.0,2.25,2730,5000,1.0,False,5,7,1460,1270,1955,0,98116,47.5843,-122.39299999999999,770000.0
6009,2015-04-10,3.0,2.5,1600,6250,2.0,False,3,7,1600,0,1995,0,98038,47.3675,-122.02,308950.0
6010,2015-01-12,4.0,2.5,2220,4720,2.0,False,3,7,2220,0,1998,0,98038,47.3541,-122.024,332500.0
6011,2014-09-30,4.0,2.5,1560,12220,1.5,False,4,7,1560,0,1965,0,98027,47.5287,-122.053,511100.0
6012,2014-07-15,3.0,1.5,1060,9600,1.0,False,4,7,1060,0,1962,0,98023,47.3229,-122.348,219000.0
6013,2014-10-29,2.0,1.0,1530,6350,1.5,False,4,7,1530,0,1923,0,98112,47.6325,-122.303,880000.0
6014,2015-02-18,3.0,2.5,2100,7600,1.0,False,4,7,1450,650,1980,0,98052,47.6968,-122.12700000000001,509250.0
6015,2015-02-25,3.0,2.5,2250,8300,2.0,False,3,8,2250,0,2003,0,98125,47.7174,-122.30799999999999,595000.0
6016,2015-04-15,3.0,3.75,3150,8550,2.0,False,3,10,3150,0,2007,0,98112,47.6387,-122.28399999999999,1900000.0
6017,2014-09-03,4.0,2.5,2160,9750,2.0,False,3,8,2160,0,1983,0,98028,47.7438,-122.24600000000001,518000.0
6018,2014-09-26,3.0,1.0,1320,9520,1.0,False,3,7,990,330,1953,0,98178,47.4857,-122.25299999999999,294000.0
6019,2014-12-08,3.0,2.0,2800,10501,1.0,False,3,7,1400,1400,1954,0,98125,47.7055,-122.315,650000.0
6020,2015-02-09,3.0,1.75,1270,7350,1.0,False,4,7,1270,0,1967,0,98005,47.6046,-122.16799999999999,599380.0
6021,2014-08-26,3.0,1.0,1790,11884,1.0,False,3,7,1790,0,1951,0,98031,47.3887,-122.22,260000.0
